,WT_HTB-22,WT_HTB-123,WT_HTB-25,WT_CRL-1897,MUT_HCC1187,MUT_HCC1419,MUT_HCC1954,MUT_HCC2157,MUT_HCC2998,MUT_MFM-SS3
ZNFN1A1,0.875633443,0.573186937,1.035042037,0.896573174,2.487287267,1.508392421,1.741034511,1.893231512,1.643043515,2.384385712
ZAP70,-0.16956526,-0.704396072,1.140510316,-0.503800996,-2.974599555,-1.802293564,-1.429760356,-2.538959822,-1.921567708,-1.73990533
ZAK,-5.550414915,-2.586938312,-2.828942851,-6.568533514,-0.42891662,-0.977233612,-1.562219498,0.147650761,-0.615515368,-1.620266881
YES1,-1.670962978,-0.884464251,-1.336950668,-0.908547324,-0.32837943,0.066880573,0.093493379,-0.173147565,0.793082316,-0.603086491
XYLB,-1.189033056,-2.394660325,-0.223556405,-1.301810922,0.4879735,0.585815207,-0.451285754,0.605361759,0.751855265,0.58368711
XPC,-0.08553847,0.149138912,0.978549273,1.945122022,-1.352072167,-1.410052645,-2.329404343,-1.546463835,-0.737771163,-0.320491319
XPA,-0.549577888,-1.282248677,-3.329905355,-0.341640282,1.118822492,-0.000139522,2.529130788,0.38569721,1.680779724,2.909050591
WT1,-0.509108354,-0.538212038,-0.382896977,-2.551529295,1.259280064,2.010333097,0.675398148,0.679463714,1.61700083,-0.214709917
WRN,-2.751850494,-2.263876889,-4.360320281,-0.690429619,-0.2697846,0.239948513,-1.068824021,-0.63464026,0.420077604,-0.421781042
WNK4,-4.947158241,-1.384603849,-2.359587443,-3.718423633,-1.523873455,-0.058758959,-1.712029175,-0.303272353,0.586616681,-1.078881432
WEE1,-3.656373035,-3.24863382,-4.519878035,-1.768578108,-1.383153251,0.907624746,-1.188010822,0.061764465,-1.857158523,-2.300486277
WAS,-1.093689269,-1.383949099,-1.383927623,-1.093782711,-0.40933496,-0.218531228,-0.797912356,-0.231401711,1.05774864,-0.664779631
VRK3,1.637533482,-1.620924382,-2.068731855,-0.792007019,1.470439827,1.108771643,1.129596627,1.037843663,1.086504891,2.499220053
VRK2,1.835149046,1.41409257,-0.436092937,0.832104448,2.013814467,1.777006196,1.981858831,1.924816905,2.104635053,2.920193708
VRK1,1.316305744,1.295664611,0.485885018,1.784158959,1.806311086,2.182925406,2.523374294,1.702564462,2.016261284,1.582512793
VHL,-0.724087961,-3.242196119,-3.417859061,-1.835783879,0.572163142,-0.040899338,-2.250461556,0.286821,-0.691585806,1.441451792
URKL1,-2.117616645,-2.458320631,-1.001199615,-0.739766771,-0.338440726,-0.155225748,-0.480748774,0.24306483,-1.427175572,0.812643139
UMPK,0.491180356,0.670388844,0.981995009,1.839858505,-0.632059611,-0.009127313,0.495891822,0.242659618,0.474599265,0.303580161
UMP-CMPK,-1.175797617,-0.721011506,-1.103686298,0.507679978,0.607194267,0.87614235,0.538017923,-0.241575812,0.198704956,1.876373789
ULK4,0.973902371,-0.11547004,0.637395405,-0.288447883,0.714891851,1.72151066,1.763240541,1.010799519,2.932641719,1.05461995
ULK2,0.230796667,-0.101705411,-0.032154857,2.051976231,1.582951869,1.488296658,1.657630032,2.382622669,2.30323394,1.126409632
ULK1,-1.056786476,-0.490977244,-0.27042342,-0.604885165,0.814310623,0.862035527,-0.634283285,-0.025786355,0.024019901,0.094353004
UHMK1,-0.844821474,-1.35552685,-1.701823565,-0.272596115,-0.503771123,0.962376593,0.612133652,-0.355031815,-0.676845115,-0.066333841
UCK1,-0.961268184,0.204604716,-2.012513347,1.14122754,1.646941375,1.312139301,1.101211268,1.971129807,-0.214073007,1.774749946
TYRO3,-3.800727967,-0.313377023,0.37880313,-0.738696923,0.805089475,-0.23811935,1.157376196,2.368663135,2.228350641,0.215789748
TYK2,-0.304786932,-1.680382252,0.064206841,-1.730875625,-4.638211846,-2.257682131,-3.443876526,-2.277462748,-1.260970703,-2.02009892
TTK,1.027904479,1.281171152,-0.230538917,0.511796621,1.514336242,1.905342614,1.97314956,1.282118232,1.50471039,0.757032769
TTBK2,1.05465833,-0.11353615,-2.197084308,-0.914435252,0.534593918,0.962701418,1.667752393,0.474732553,2.233661816,0.331986888
TTBK1,-6.11730878,-4.727833626,-15.5727963,1.949917798,2.481077454,0.927065315,-0.470723697,1.818485338,-1.838804313,2.348249075
TSKS,0.551324114,0.407415803,-1.55284897,-0.590726816,-2.056775704,-1.198891656,-4.855015198,-4.23593248,-0.094775615,-4.557099191
TSC2,-1.040029071,-1.067369663,-2.91429265,-0.990648346,0.38798086,1.094039458,-1.464078884,0.929303168,-0.782997194,-0.330205933
TSC1,1.086383621,0.136016898,0.650963171,1.112483638,1.75344874,2.010033439,0.863733815,4.041520467,1.971032365,1.738867424
TRPM7,0.677590708,1.40743907,1.57080384,-0.367661206,0.714426239,-0.718515324,-0.435080464,-1.459162667,0.296740084,-1.024703222
TRPM6,-1.046276508,0.784444923,0.374736348,1.074236501,0.784864378,0.925787286,1.841242959,1.323188233,1.340701195,1.32956335
TRIO,-2.394982315,-2.927603161,-6.770833616,-4.079697673,-0.157081494,-1.486010913,-3.924422835,0.271524152,-2.71133605,-0.799879664
TRIB3,-2.815677054,-4.094464845,-4.791170309,-5.43674674,-1.52974709,-1.686744115,-5.465155756,-0.313364716,-0.391157062,-1.784209356
TRIB2,0.323049145,0.794151646,0.406835445,-0.066447167,-1.219386359,0.353768549,-1.128553113,0.403572897,-0.727497775,-0.98726376
TRIB1,1.159296587,1.68099602,0.619201786,1.898504215,1.729920988,2.123214115,2.433990274,2.270708603,1.899934851,1.484777095
TPK1,1.362801816,2.409040762,0.752326613,1.843881046,1.710313659,-1.820672468,0.989165911,-1.470666874,0.467645831,-0.508578723
TP53RK,-1.053802272,-1.104184808,-0.331598801,-0.201947433,-0.646675103,-0.024019718,0.790905746,0.515341896,-0.272988828,-0.071252862
TP53,-1.918633635,-1.657750309,-0.980728471,-1.281421489,1.807589446,-1.370481231,-1.011499591,-0.012135853,-0.02217866,-0.346988632
TOPK,0.271763147,1.065140014,0.731585413,0.535668684,-0.710472597,-1.150625982,-0.122614666,-2.973523863,-0.065402683,0.538232032
TNNI3K,-1.910060102,0.259358443,-0.037118411,-1.332339285,-4.77658665,-1.393381871,-6.88365443,-8.337323675,-2.111516992,-1.435998339
TNK2,0.153853055,0.382028526,0.548542326,-1.17339721,-1.121499574,-2.5180212,-4.923512894,0.267468113,-1.401874688,-2.710833846
TNK1,-1.290073068,-2.08494956,-2.373225969,-0.763515949,1.277306437,1.080931812,-1.453079006,-1.185620704,-0.527350665,-0.634126328
TNIK,1.002602539,1.8350672,-0.352231608,0.434933958,-0.943292309,0.606909851,-3.732787392,-2.930416776,0.631383465,-1.747813572
TLK2,1.069453909,1.211383921,0.682328154,0.755849595,1.645159326,1.911505077,2.124720911,0.860163614,1.595761662,0.950497252
TLK1,-1.115768283,-1.002649684,-2.183275485,-1.677125265,-2.255864428,-2.17069745,-5.44392837,-5.071671122,-1.83573654,-7.77819081
TK2,-1.934585452,-0.304361793,-3.363355922,-2.315052141,-2.152053726,-4.137338075,-2.737252653,-4.082183455,-4.905385515,-3.00973002
TJP2,0.36587098,1.008898634,1.39552059,2.554972789,0.004334579,-0.931212455,-3.103488876,-0.453021201,1.408578547,0.339531863
THNSL1,0.133818777,-0.177701256,0.238494539,-2.403627783,0.321081171,1.166873126,1.384594431,-0.073587352,1.955263458,-0.012358192
TGFBR3,-1.089188416,0.336720844,-0.031477632,-0.561960609,-0.590866512,0.316344044,1.610561817,0.828284992,1.961634635,0.419168043
TGFBR2,0.296481197,-0.048166363,0.05191936,0.134612986,0.39602817,1.283156828,0.905096221,-0.006555378,0.605840819,2.057333898
TGFBR1,-1.287808714,-0.014088535,0.069695403,-0.440083423,0.637412361,1.116028369,3.092889712,0.488802688,-0.848182804,2.827246866
TEX14,1.151240759,1.00318824,-1.329150185,0.782532634,1.772176899,2.070761858,2.180922889,0.748060382,1.174709501,1.119632125
TESK2,-0.739248357,-0.541828795,1.077822791,-1.397679672,1.317878692,-0.923936576,1.18983191,1.771655876,2.057252202,0.417489616
TESK1,1.25250634,2.311133998,1.371767461,0.256049085,1.568715617,-0.012151276,0.951982303,-0.20918816,-1.115825399,-1.397544003
TEK,1.004173032,0.904613434,1.866152403,0.552202063,0.740478177,1.446661197,-0.890108097,0.294566337,-0.817998129,-0.549215522
TEC,0.776319436,0.209952028,-1.013536766,1.217402997,-0.85903744,-0.984015668,-0.915937946,-0.015459742,0.160919353,-1.622279849
TCF1,-1.717842213,-1.268738785,-0.132796904,0.652233285,-2.377769346,-3.558529673,-3.210483101,-1.051763487,-0.568732621,-1.653646286
TBK1,1.504012796,-2.332795476,0.11927364,-0.097526762,1.046622874,1.363499302,1.769212212,1.724652987,0.666563101,0.334509413
TAO1,1.836201123,2.450558982,2.327125842,0.562990877,0.389850628,-0.625876536,1.264616063,2.181906907,0.523749578,-0.78434341
TAF1L,-1.802545975,-1.683018604,0.605810622,-2.650520146,-1.026669828,-0.127389843,-0.313865373,0.273649628,1.029839358,-0.462848304
TAF1,0.70323214,-1.755835664,-0.439452115,1.420425301,1.335138436,1.216550417,0.628749863,1.38364123,0.473867787,2.24041714
SYK,0.841210863,1.107124718,1.972827271,1.591281711,1.019955187,0.644368732,1.432925068,0.467229308,0.671955148,-0.585484935
SUFU,-3.018364637,-0.924052513,-4.612210012,-2.711208144,-1.795991052,-1.315133232,-0.906701395,-2.715131724,-1.458456082,-0.215184122
STYK1,-2.363042475,-1.727469989,-1.088183367,-0.294206634,0.074132784,1.654605276,-0.223226135,0.204863382,-1.624319114,-0.729229902
STK4,-0.068798897,-1.883788044,0.479765876,-0.591744162,-3.29761385,-0.69460069,-2.6165005,-2.163609277,-2.408722804,-0.207842247
STK39,1.093828098,1.472875884,-0.49781709,0.379051027,1.685509079,1.955867069,2.133978349,0.812301499,1.270604657,0.867453472
STK38L,0.700196409,1.082347624,1.836920118,0.921263159,0.240844858,0.738960168,1.03695383,1.03923395,0.461068524,0.215696989
STK38,1.670655709,1.276342714,-0.547299408,0.452375538,-1.084295849,-0.32521956,-0.080366425,0.115818977,-0.049910561,0.420579799
STK36,0.824608996,-0.465783785,-4.268645531,-2.843216827,1.620697984,0.612813852,-0.279921833,1.165777476,-0.683455537,-0.802643636
STK35,-0.699951238,-0.423682833,-0.070764491,-0.303441334,0.691971254,0.97682264,-0.051053204,0.479224545,-0.653284731,2.409950934
STK33,0.495747005,0.97385653,-0.998800385,1.037290067,1.31694487,1.720335233,1.408679817,1.001300919,1.448121822,0.37682129
STK32C,0.815715251,0.473080521,0.278557439,-0.815767203,0.548744621,-0.817720432,-0.047201272,-2.100768476,-1.776418582,-1.302759614
STK32B,-0.047879997,0.825366621,-0.256427495,1.196347919,0.941869686,1.608355139,1.934194657,2.502956402,1.312324491,0.013263736
STK32A,0.463404876,3.629696026,0.965693036,0.77774531,-0.008467166,-0.275190929,1.626255387,-0.99873027,-0.635713453,0.673057329
STK31,1.302028954,-0.392717791,0.114243313,1.122426709,0.444825995,0.77483393,-1.128740991,-1.29167784,-1.420919223,-0.504148642
STK3,1.751919331,0.763806613,0.94920228,1.63554319,1.515120904,1.603526113,1.548671463,2.113773334,1.554800988,1.82635094
STK29,0.020455821,0.784177563,-0.400594569,1.365991993,-0.577376593,-0.221575256,0.924429223,-2.616574955,-1.207255924,-1.051079082
STK25,-0.757329508,-0.721953629,-1.757379418,-0.462194293,0.953560026,1.16591294,-1.411159949,0.079753406,-0.710302621,0.406287771
STK24,-1.426259951,-2.376914405,-3.833915585,-3.950262319,-1.954562258,-0.904820369,-0.280494622,-2.88104795,-2.067132305,-1.978916513
STK23,0.406688147,1.184777784,1.181052072,-0.836700137,-0.008591483,1.061346064,-0.592997748,-1.189518275,-2.293326815,-2.289316331
STK22D,0.335449837,-0.750646554,-1.24489458,-0.763549604,-0.823312027,-2.033103357,-1.167157278,-3.814599792,-3.002390556,-0.460970362
STK22D,0.458112131,-0.251938091,-0.727457008,-0.200580014,1.238109091,-0.621385561,2.41515721,0.346922757,0.401058736,1.055437755
STK22C,0.45916889,1.53455807,1.009390896,0.655037541,0.302735788,0.859812624,1.15525872,-0.108002516,-0.693448374,-0.450522704
STK22B,-3.189604098,-1.110352756,-0.255490111,-0.238477915,-0.789044119,-1.124074187,0.405780657,0.323431545,0.228776274,1.700771155
STK19,0.994214156,-1.347311528,-0.132267319,0.582843001,1.464866113,1.286972277,-0.015104142,1.05046542,1.277108976,0.406676249
STK17B,0.243746914,0.69320648,-0.824841443,2.084752115,0.409624932,0.866286572,-2.506374435,-1.063020847,-3.735747986,-1.109267527
STK17A,0.442592045,-1.033434182,0.137021253,0.891488664,-0.594427213,-0.677249454,-1.742140608,-0.83637055,-1.242994638,0.516036712
STK16,-4.732874051,-2.227486964,-2.311373394,-1.674828352,-0.431061406,0.614386397,-1.62321734,-3.510818467,-1.870163618,0.320622241
STK11,-0.210009289,1.915473781,2.244117787,1.422526555,0.606821947,-0.030832358,0.427949799,1.003527007,1.044057295,-0.217497131
STK11,-0.714669282,-2.418561938,-1.168736079,-2.427951535,0.773557644,-1.372972485,0.443834769,0.164330342,-2.074166425,-1.047138644
STK10,-2.034901401,0.258177031,-0.609812207,0.621083432,-0.153952233,1.326790105,0.548552075,1.213204148,0.259073832,-0.01474825
SSTK,-0.750555132,0.287161527,0.767132564,0.413089768,-1.382386779,0.826617195,-0.955043066,-0.802253097,-0.613544625,-0.769654502
SSTK,-3.746911994,-0.524469362,-2.428172596,-2.914218097,-5.686939208,-2.395357878,-4.991351114,-5.949744337,-1.347083203,-5.90352436
SRPK2,-0.820547876,-0.739569458,-0.940059548,0.99805653,0.953517716,1.044576789,1.615457563,0.09757058,-1.016121359,2.746260394
SRPK1,-0.000500754,-0.685306212,-1.02803476,0.507577654,-0.064079352,0.77045422,-0.437704854,0.316361646,1.145531494,2.328598587
SRP72,-0.807595373,-1.632802576,1.240525968,0.069776593,1.564629035,-0.00898016,1.49802845,2.732559779,-0.329977644,0.616480346
SRMS,-0.168016806,-0.153525788,1.48230983,0.940978813,1.138334153,1.194523634,1.193020543,1.002984388,0.674763444,2.18589325
SRC,-1.430002673,-2.416929174,-2.758889799,-4.002310562,-2.157268431,-2.750050729,-1.552347457,0.529387806,-1.390429004,-1.473470738
SPHK2,0.08279696,-0.543153334,-6.558728999,-2.53320666,1.138114329,1.28785735,0.503008598,-0.011423891,-1.634584488,-1.83821953
SPHK1,0.268082167,-0.18748218,0.541427479,0.537423364,0.881765251,0.991149921,1.557116184,-0.312494386,1.038830147,1.034068104
SPEG,1.889576539,1.548839336,2.529504642,-1.016454346,0.608736532,-1.139404844,0.150559268,-1.346038164,0.317786055,1.015174715
SOCS1,1.340083838,3.363989829,0.715969584,0.990803099,1.018953301,2.009818874,-0.055904016,0.744244018,-0.358439227,-1.616663557
SNRK,-1.98636184,0.457462071,-0.289905806,-0.68191529,-0.567940396,1.104330081,-0.268585421,0.132074993,1.003605329,0.077667458
SNF1LK,0.993746872,-2.366075487,-1.031522858,-4.440035064,0.038560089,-0.845405035,-0.475544292,-0.737597473,0.550232708,0.676623622
SNARK,-5.408625824,-3.526849181,-8.501629074,-3.22568786,-3.990126011,-2.428038306,-5.539349522,-0.944672485,-3.974657538,-0.810082885
SMG1,-0.852634943,2.248040634,0.193635447,0.267845878,-1.540414593,0.273570416,-0.275743116,-0.135754598,-0.766696486,-0.680779719
SMARCB1,1.004798041,0.515298094,-1.020598463,1.02944898,2.313664791,1.878281767,1.204948312,-0.051659499,1.328070946,1.100199356
SMAD4,1.278766135,1.373796032,-0.089105391,2.147462592,1.798514672,2.244678598,2.43766009,1.264062802,1.875748088,1.616286366
SLK,-2.712831536,-0.112047278,0.783989706,0.432608862,-0.679310464,-0.913489843,-2.719579065,-1.389033536,-2.189926602,-1.750394724
SIK2,1.054319291,1.213641188,-0.835352709,0.686983672,1.734061171,1.911860997,2.077360989,-0.062276194,1.71532447,1.147607301
SGKL,1.44702644,1.492155416,1.393318196,1.715933561,2.158659768,2.642415979,2.231022493,1.900808009,1.259775534,1.193407315
SGK2,1.404139305,0.065184506,0.20650782,0.767193317,1.05539294,-0.59498294,-0.408249968,-1.455854447,-0.079788798,0.933139095
SGK,1.903187048,1.093376144,0.625668527,1.106307709,-0.525483665,1.418025442,-0.696752373,0.909613116,1.611244126,0.176891702
SDHD,0.251364934,0.312415357,-0.113602042,0.843343838,-1.627297068,-1.952621268,0.139034398,0.698716289,0.789140696,-0.950076386
SDHC,1.309662235,1.489053146,-0.477397728,1.959549043,1.823784289,2.135413057,2.379810808,1.511233012,1.560080756,0.876902949
SDHB,-0.945827963,2.418323426,2.614615335,0.477997201,-2.259576783,-0.066246409,0.716530173,1.025862187,-0.156066237,0.615834546
SCYL1,2.095938252,2.58145141,1.626910688,1.554239662,1.702176439,2.51404244,1.843405764,1.065078988,-0.348479923,0.858405543
SCAP1,0.160668161,0.916447155,1.469427539,-1.993392406,1.359502036,0.523584541,1.761392479,0.796086506,0.512032687,0.896723367
SBK1,0.930242083,1.373863592,-0.251334911,-1.23257373,-0.896566128,0.039565533,-1.41550119,0.187340218,0.163269646,-1.837746275
SBDS,0.170917074,-2.577507571,0.114739108,0.000348065,-1.95436483,-0.60338683,-0.973856208,-1.341235795,-1.491874794,-1.528754334
SAST,-0.259545778,0.446668739,0.709876993,-2.96440686,-2.475414745,-1.758200084,-0.430343308,-3.634045343,-2.104634997,-0.010703199
RYK,-1.304466279,0.906821494,1.759346345,0.586112704,-0.354540396,-2.897893309,-1.566661902,1.459647311,0.638510133,-1.776434168
RPS6KL1,0.991800481,1.07162591,-1.050936048,0.176719966,1.706921666,1.975914704,1.960630218,-0.770750282,1.327396485,0.64792639
RPS6KC1,-0.6881197,-0.721558842,-2.267085427,0.114238789,-0.637764077,-1.147296482,0.340465272,1.603544919,-0.605864564,-0.092685505
RPS6KB2,-1.330273772,-1.515500003,-0.156707775,-0.265781745,-0.811871258,-2.070270296,-3.325676934,-3.392244206,-0.185124741,-0.830618152
RPS6KB1,-4.205557549,-1.023522906,-0.691850034,-1.903904514,-3.025345182,-0.099078169,-0.825565656,-1.524368636,0.523664625,0.071687248
RPS6KA6,-1.44293208,0.888460561,1.966591648,-2.790599502,-3.45630404,-2.122155248,-3.298359144,0.776866751,-1.507959,-1.224651683
RPS6KA5,-0.384086888,2.765560007,-0.091972438,-2.413752238,0.66376289,0.019761296,0.389661456,3.994791369,2.084106948,1.107783764
RPS6KA4,1.024335522,-0.031712315,0.537534222,0.415643689,1.114735275,2.112088061,1.208577423,0.560842452,0.800009817,0.065962974
RPS6KA3,0.239519,0.968041016,1.370670075,0.485945008,0.249514722,1.440633755,-0.443385113,0.380696583,0.155246819,-2.748013056
RPS6KA2,-3.374636578,-1.212786194,-0.015400904,-0.516419398,-1.137213196,1.384862816,-1.673206448,0.932244506,-0.904594504,0.061706527
RPS6KA1,-1.51816122,1.483939704,-0.404951234,1.213184887,-2.128109458,-2.760020581,-0.839057032,0.874958477,-0.558033763,0.009305401
RP6-213H19.1,-0.016564511,1.13464719,-2.21452652,-2.167429142,0.723076162,1.021707365,0.366705806,-1.173559947,1.690868694,-1.034743745
ROS1,0.209264418,-0.113369849,0.377863479,-1.76959179,-2.044071597,-1.57628832,-1.359121434,-1.792787679,-0.205226952,0.423633862
ROR2,-1.911470964,-0.883108774,-4.20855453,0.219200861,-0.860303805,-1.363527539,-1.346992782,-0.832841046,-0.041899896,0.230158789
ROR1,1.293786651,1.515699332,-0.806350395,2.211097846,1.612923115,2.241292875,2.402198681,1.449281725,1.698436619,1.078686874
ROCK2,1.192678045,1.422166255,0.139439455,1.622337852,1.621606117,2.120883661,2.336147955,0.800134445,1.64650703,0.970245705
ROCK1,0.987093141,0.931555267,-3.00280832,0.133295604,1.621189704,2.093749513,1.782857717,-0.648946362,0.227051781,0.223795903
RNASEL,-1.481132107,-0.606369816,-0.239901765,1.528746794,0.098797676,0.739950609,0.060254941,0.137647993,1.730205051,0.344440318
RIPK3,-2.283646144,1.779860404,1.524546254,-1.498509692,-2.799394985,-0.256603306,-2.603997924,-0.880594755,0.031677333,-1.485099595
RIPK2,-1.470981068,-1.149271219,-0.024799459,-2.959076804,-5.971136349,-1.584643356,-6.308413357,-1.43012937,-0.847342293,-1.849698223
RIPK1,1.036680849,1.717129265,-0.852954087,0.845304836,0.388310888,0.69405547,-0.239522063,-0.376411142,0.057019402,0.198540752
RIOK3,1.13527031,1.334364323,-0.739726756,1.543727633,1.672717538,2.026961397,2.253145202,0.548999373,1.258081256,0.939090388
RIOK2,0.449693116,0.703398456,-2.688399717,-0.152495646,1.130906063,0.226189218,1.330578358,-1.409951099,1.40302137,0.594151092
RIOK1,0.819251623,-0.758258795,-3.574072102,-0.891143909,-0.965048627,0.886960385,-0.321759857,1.32753765,-1.391728525,0.212282511
RFP,1.863126307,2.132977101,1.857413026,1.852284286,2.050369104,2.651786597,2.20828118,2.213017779,1.477271817,2.46306579
RFK,1.030351728,2.366501241,0.924140669,0.724542625,1.296983689,1.203686412,2.176647927,2.387221064,1.804563665,1.415629498
RET,1.689333629,0.851852589,-1.64405259,1.062283603,1.827296448,1.530184143,2.072138308,0.290235072,1.611044769,0.461502353
RELA,0.74237368,1.526748248,0.161734019,-0.251003843,-0.459677615,-2.471688876,0.514129087,-0.764444912,1.604804647,-0.471860605
RECQL4,-0.990159881,-1.278220351,-1.53905307,-4.084442937,-1.030912406,-2.251257003,-0.858405054,-2.168363744,0.083255358,-0.444014844
RBKS,1.26084713,1.682119829,0.036534106,1.734425169,1.836561709,2.176439916,2.358522678,1.392162599,1.703878345,0.672403438
RB1,0.045829084,-1.369370796,0.284891378,-0.355625923,-0.952654662,-1.791818687,-0.505253227,0.049763373,-1.784498014,-0.460666724
RAGE,-0.371096028,2.148360054,0.003655003,-2.198769032,0.461246957,-0.303833067,0.69708512,0.931920882,1.487520999,1.618010926
RAF1,-2.184521754,0.969161556,1.246556892,0.357543721,1.06767893,-0.488229003,0.969953572,0.645503019,1.617906443,2.076317875
PYCS,-3.276900361,-2.183971154,0.05191936,-3.348122864,-2.173926988,0.414335418,-1.780498947,-1.531618993,-1.481878489,-1.217976881
PXK,-3.255015292,-2.656389383,-2.168472924,-4.540381816,-5.376945771,-3.54992737,-4.755903808,-6.090541077,-1.630903587,-3.755227045
PTK9L,1.638713441,0.082084791,1.188588807,0.929235826,2.027446509,1.80395679,1.592707802,0.767837628,0.549645346,1.822366584
PTK9,-0.227219933,0.41129478,-1.839858444,-0.928878067,0.723638148,-0.072841408,-0.975588046,-0.575373635,0.705512035,-0.126154788
PTK7,0.016802076,2.514907774,-1.047765642,-2.383857306,0.403168407,-0.075453087,0.540753211,1.763372653,1.648824809,0.582711065
PTK6,1.099082924,1.453265026,0.461098266,1.81988423,1.870499288,2.196531879,2.525536218,0.876043632,1.441518966,1.092132246
PTK2B,1.241025899,1.672823805,0.049821173,2.03163406,1.988197378,2.118984169,2.486711603,1.026261902,1.582963589,1.313044071
PTK2,-0.628034302,1.289590734,0.502417899,-2.343258484,-2.605726756,0.45512314,-3.525571222,-1.193917873,-2.706775769,0.452625792
PTEN,1.043590964,1.053243953,-0.178762504,1.916563448,1.885641207,2.077957104,2.423146298,0.214390446,1.970115804,0.926542845
PTCH,-2.84858851,-2.630762689,-0.29576919,-0.01170354,-1.218658515,-1.479325095,-1.378470186,0.558272587,-0.102432627,-0.005737013
PSKH2,1.20421842,1.307501674,-0.758644889,2.058177645,1.677906472,2.147923391,2.390170998,0.871440863,1.335019502,1.145150803
PSKH1,0.521065684,-0.103691435,0.458138639,-0.51887623,0.636130146,-0.534483674,1.476662086,0.786566229,-0.20853363,1.984069558
PRPS2,0.553750379,1.628021433,2.038841985,0.356343423,1.056991136,0.938148749,0.085356572,0.389723886,1.526568916,-0.554520966
PRPS1L1,-0.901405288,-4.328979221,-0.517702869,-1.413904521,-2.6717814,0.081065547,-2.102512503,1.278017514,-0.741490504,0.513599603
PRPS1,-2.360894879,-0.239572717,1.662821423,0.113486677,-2.406022224,-1.612040844,-0.953341033,-0.142237839,-0.90941751,-0.496355745
PRPF4B,-3.136460937,-1.620070018,1.211943517,-1.200292604,-2.709650395,-1.477676729,-2.659148082,-2.676430018,-0.269457603,-3.691742136
PRKY,1.366834229,-2.61346147,0.157294103,0.104071428,-0.708378305,-2.343212524,-1.360205087,-0.229326937,-2.512624547,-0.098902468
PRKX,1.391199697,-0.295763889,1.091477846,0.413139843,1.67980835,2.015606177,0.112683363,0.173467781,1.416922965,2.292621517
PRKWNK3,0.964003959,0.013672193,-1.392202581,-1.052498891,-1.390129663,-0.159991557,-3.418719478,-0.467131289,-2.142395727,-0.02656811
PRKWNK2,1.09939302,1.557263755,0.929517997,1.413218027,1.811514168,2.149355909,2.267013559,1.622627612,1.442372087,0.511451502
PRKWNK1,-2.83205225,-1.887718239,1.191469398,0.093852969,1.655555868,-1.305963033,-1.26037168,1.89352316,0.46175974,0.181410706
PRKR,0.54151424,-1.458272128,1.005463148,-0.235835598,1.296467896,0.369284223,1.56173306,0.002304579,-0.897014407,2.541140249
PRKG2,0.65826386,2.473111933,0.915187267,1.14367554,-2.140667181,0.84196852,1.503146854,1.342611608,1.365297502,-0.556285887
PRKG1,-0.471316125,0.242510758,-0.580480807,0.67792317,0.037097049,-0.472355507,1.143492398,1.675729481,-0.504610326,2.079342807
PRKDC,0.664784738,-0.202339424,0.013119933,1.325666667,0.919611943,0.333018938,0.712022754,1.542749062,0.300395931,1.507672137
PRKD2,0.975046413,1.115787313,-3.187232252,0.897700027,1.651841323,1.96359693,1.767433753,-0.800804331,1.222160966,0.48743405
PRKCZ,0.885425283,0.626484724,0.422784129,-0.814718674,-1.274347573,0.087843859,-1.086421891,-0.231577705,1.342229175,-1.130345591
PRKCSH,-1.449691786,1.923636348,1.91274981,1.601624584,-0.742618951,0.636480865,0.254054662,-0.176654437,1.292243547,-0.250331639
PRKCQ,-1.259077168,-2.701354356,-0.120450962,-2.647670913,-1.32170263,-1.917424042,0.107567378,-1.548267729,-1.099015404,0.000428664
PRKCN,-0.306896195,1.067862955,0.84697544,-1.549269134,-0.071158416,1.149287247,-0.729575068,-2.029396158,-1.902155944,-1.59605577
PRKCM,1.005907494,1.326385002,-1.811269778,0.634480933,1.755541667,2.047342575,1.690410726,0.416937031,0.170813991,0.370625761
PRKCL2,-1.09261245,2.041810566,0.314121345,1.654297112,1.181030896,0.270335438,1.664768228,4.095721842,2.814473527,0.54849366
PRKCL1,0.717853125,0.723854662,0.704309228,0.715640402,1.318912645,0.842162805,-1.121546591,1.132979912,-0.667968951,-1.150918318
PRKCI,-0.919258471,1.533594804,1.427257387,0.944660456,-0.116449579,0.423625049,-0.073103255,-0.690812999,0.979019938,0.397009723
PRKCH,1.409628704,1.887603047,-0.417367902,0.006022432,-0.628273865,-0.818678858,0.048828826,1.205590506,1.067934485,-0.765913742
PRKCG,1.22374738,1.598919762,-0.110771727,2.27076175,1.756041705,2.174306137,2.436192664,0.951249125,1.830541553,1.46884246
PRKCE,-1.286358108,-2.095693368,-2.038525246,-1.521782462,-0.672951069,0.801839691,-0.565959767,-3.98189603,-0.928779826,1.046314225
PRKCD,-1.722270003,-3.663734178,-0.481542893,-0.775384861,-0.459952559,-2.113353012,-1.095299335,-0.213059275,-0.707528872,-1.029626058
PRKCB1,0.996901968,1.095652517,-3.354322069,0.705843311,1.815335503,2.182664031,1.709650189,-0.449272601,0.48622795,0.051434118
PRKCA,-0.558253258,1.061723361,-3.296306448,0.576753941,-3.398336484,-0.840604121,0.206595638,-2.229292238,-1.837604253,-1.722144149
PRKAR2B,-1.901290283,1.872704275,0.322818672,-3.798475898,-0.587449756,0.178520654,0.434871791,-0.062496263,1.301085104,0.237466569
